emp_no,first_name,last_name,title,from_date,salary,rnum
14380,Shigeu,Heemskerk,Senior Staff,1994-01-29,47819,1
14384,Tomofumi,Holburn,Technique Leader,1988-02-13,58260,1
14422,Toshimo,Gadepally,Senior Engineer,1990-10-20,59001,1
14434,Elvis,Maginnis,Technique Leader,1989-09-21,40000,1
14439,Raimond,Woycyznski,Senior Engineer,1994-11-01,80654,1
14441,Divine,Manders,Engineer,1987-03-09,40000,1
14478,Munehiro,Boissier,Senior Staff,1992-06-28,40000,1
14481,Moti,Lammel,Senior Engineer,1993-08-24,40000,1
14483,Supot,Marrevee,Senior Engineer,1986-01-30,40000,1
14486,Indrajit,Birdsall,Senior Engineer,1999-08-12,40000,1
14498,Xiong,Selenyi,Senior Staff,1994-10-17,40000,1
14501,Taizo,Kroft,Technique Leader,1991-11-20,63646,1
14509,Danil,Aloia,Senior Staff,2001-12-16,40000,1
14513,Samphel,Barreiro,Senior Staff,1985-07-28,83273,1
14515,Kazuhisa,Versino,Senior Engineer,1996-02-19,61645,1
14533,Kensei,Borovoy,Senior Engineer,1998-04-18,48376,1
14537,Babette,Engelmann,Senior Engineer,1994-03-17,48332,1
14539,Ashish,Danlos,Engineer,1998-12-17,42975,1
14552,Ibibia,Snyers,Senior Engineer,1999-06-13,40000,1
14556,Fatemeh,Zultner,Engineer,1994-12-26,40000,1
14560,Elrique,Driscoll,Senior Engineer,1993-05-21,62770,1
14582,Kiyokazu,Morrin,Senior Engineer,1999-04-08,40000,1
14600,Jayson,Cairo,Senior Staff,1988-10-24,41352,1
14603,Lech,Marquardt,Senior Engineer,1993-01-19,55369,1
14607,Suzette,Selvestrel,Staff,1994-06-26,67813,1
14620,Jianhua,Erev,Senior Engineer,1993-08-04,53303,1
14621,Souichi,Wixon,Senior Staff,1992-01-20,66404,1
14639,Arvind,Hempstead,Senior Staff,1994-11-08,79405,1
14640,Toshimori,Kornatzky,Senior Engineer,1998-05-20,42662,1
14659,Sashi,Adachi,Senior Engineer,1990-03-16,40926,1
14690,Yechezkel,Bellone,Senior Engineer,1994-02-25,40000,1
14693,Brewster,Stranks,Senior Staff,1992-05-04,59960,1
14710,Mahmut,Hainaut,Senior Staff,1988-09-18,40341,1
14722,Sachin,Jakobus,Staff,1991-07-06,72726,1
14723,Constantino,Assaf,Senior Staff,2002-06-01,40000,1
14774,Gio,Sigstam,Staff,1998-07-19,40000,1
14780,Marlo,Bruckman,Senior Engineer,1986-09-19,51232,1
14793,Stein,Uchoa,Engineer,1998-01-18,47045,1
14821,Oguz,Kilgore,Engineer,1997-05-25,42545,1
14839,Changho,Cronin,Senior Engineer,1998-04-24,40000,1
14846,Magy,Joslin,Senior Engineer,1997-05-02,40002,1
14853,Taiji,Nergos,Senior Engineer,1993-03-07,58311,1
14854,Angus,Perko,Senior Staff,1997-03-12,48875,1
14871,Arnd,Kaiserswerth,Staff,1996-03-28,72116,1
14879,Anyuan,Sigstam,Senior Engineer,1993-12-28,54322,1
14888,Temple,Barriga,Senior Staff,1986-12-09,60916,1
14899,Alejandro,Casley,Senior Staff,1991-02-22,64365,1
14905,Karsten,Baja,Engineer,1987-09-14,41067,1
14906,Adil,Parveen,Senior Staff,1996-12-10,54758,1
14908,Kerhong,Flanders,Senior Engineer,1997-09-17,40000,1
14909,Mohan,Kamble,Senior Engineer,1996-12-20,40000,1
14911,Xiaobin,Chelton,Senior Engineer,1994-04-06,62738,1
14914,Gretta,Benzaken,Engineer,1999-09-25,40000,1
14915,Huican,Picco,Engineer,1994-07-03,40733,1
14923,Shuzo,Gyorkos,Technique Leader,1985-05-15,40000,1
14941,Nathan,Lichtner,Senior Engineer,1994-12-22,43608,1
14949,Insup,Reinhart,Senior Engineer,1995-10-08,44930,1
14955,Boguslaw,Kalefeld,Engineer,1994-02-03,45564,1
14959,Kerryn,Hiyoshi,Technique Leader,1995-10-23,48289,1
14966,Zhanqiu,Underwood,Staff,1996-04-06,80123,1
14987,Tiina,Demeyer,Engineer,1998-07-30,40719,1
15005,Kiam,Sadowsky,Senior Engineer,1993-05-23,50368,1
15016,Woody,Gulik,Senior Staff,1991-10-21,40000,1
15018,Ramalingam,Prenel,Senior Staff,1999-03-11,40668,1
15019,Qingxiang,Shokrollahi,Senior Engineer,1997-11-02,41721,1
15029,Giordano,Koshino,Senior Staff,1996-04-26,40000,1
15030,Rasikan,Nourani,Senior Staff,1999-04-11,40000,1
15036,Ziva,Delgrande,Senior Engineer,1994-11-04,40000,1
15049,Khun,Waymire,Senior Staff,1991-01-17,40000,1
15055,Shrikanth,Sherertz,Senior Staff,1997-07-15,40000,1
15066,Tomokazu,Oaver,Senior Engineer,2002-06-29,43455,1
15069,Manton,Siksek,Technique Leader,1987-08-05,40000,1
15071,Ayonca,Couchot,Senior Staff,1996-10-15,97484,1
15075,Radoslaw,Rijsenbrij,Senior Engineer,1992-04-23,40000,1
15077,Toshiki,Taubenfeld,Senior Engineer,1993-06-25,40000,1
15082,Guadalupe,Zirintsis,Technique Leader,1986-04-01,63024,1
15087,Chirstian,Ushiama,Senior Engineer,1997-09-14,40000,1
15089,Giri,Coney,Senior Engineer,1995-05-14,48594,1
15102,Luigi,Axelband,Senior Engineer,2000-11-04,40374,1
15105,Sudhanshu,Itzigehl,Senior Staff,1994-11-22,75800,1
15133,Kagan,Malinowski,Engineer,1997-08-12,40000,1
15134,Arun,Luiz,Senior Staff,1998-07-23,62752,1
15145,Haldon,Servieres,Senior Engineer,1995-04-20,51443,1
15151,Urs,Pouyioutas,Senior Staff,1999-12-30,61253,1
15176,Charlene,Sankaranarayanan,Senior Staff,1992-11-16,98401,1
15199,Heeju,Bernardinello,Senior Engineer,1992-10-05,49278,1
15202,Pranay,Irland,Engineer,1998-07-05,40000,1
15208,Sudharsan,Shokrollahi,Senior Staff,1994-04-18,44109,1
15228,Mona,Salvesen,Senior Staff,1995-01-17,40000,1
15230,Keiichiro,Suessmith,Senior Engineer,1999-03-17,70187,1
15237,Reinhard,Sadowsky,Senior Engineer,1995-08-17,40000,1
15243,Mountaz,Famili,Senior Staff,2001-09-19,41015,1
15248,Edwin,Baar,Senior Staff,1997-03-22,64696,1
15253,Ayonca,Pardalos,Senior Engineer,1992-06-06,40396,1
15258,Guther,Karcich,Engineer,1999-04-11,40000,1
15271,Shiv,Bernardeschi,Senior Staff,1986-12-05,88026,1
15278,Adam,Rohrbach,Staff,1987-10-29,40000,1
15292,Miyeon,Lammel,Senior Staff,1995-07-31,87586,1
15295,Lobel,Peak,Engineer,1988-04-25,54607,1
15312,Deniz,Linnainmaa,Engineer,1996-09-13,40508,1
15324,Ziya,Lunn,Senior Engineer,2001-03-25,40000,1
15329,Fan,Openshaw,Engineer,1997-08-16,41839,1
15334,Luerbio,Kuzuoka,Engineer,2000-01-31,40000,1
15337,Masaru,Radivojevic,Senior Engineer,1997-08-07,40000,1
15354,Chikara,Nyrup,Staff,1994-10-18,40782,1
15365,Mikhail,Schiettecatte,Senior Engineer,1995-08-11,41309,1
15369,Premal,Penttonen,Staff,1999-08-20,81954,1
15372,Nahum,Broder,Senior Staff,1994-10-12,79245,1
15375,Shuho,Manders,Senior Staff,2000-11-02,65920,1
15377,Shugo,Aumann,Senior Engineer,1992-12-18,50274,1
15382,Alassane,Siegrist,Senior Staff,1992-12-26,66083,1
15410,Wilmer,Kushner,Senior Staff,1998-09-13,58123,1
15412,Huai,Thiria,Senior Engineer,1992-08-23,62190,1
15438,Constantijn,Munoz,Senior Staff,1991-12-24,43326,1
15441,Arvind,Weisert,Senior Staff,2000-02-06,40000,1
15452,Kazuhira,Weedman,Engineer,1995-05-11,40000,1
15454,Hongzue,Cesareni,Senior Staff,1991-02-27,57571,1
15470,Weiwu,Huhdanpaa,Engineer,1996-08-08,40693,1
15474,Gilbert,Plumb,Senior Staff,1994-12-04,90430,1
15504,Kasturi,Alpin,Engineer,1997-02-06,40000,1
15505,Collette,Mikschl,Senior Engineer,1993-08-30,56848,1
15510,Inderjeet,Sethi,Senior Engineer,1994-08-29,48661,1
15518,Uno,Valtorta,Senior Engineer,1996-10-02,55563,1
15525,Masadi,Cherinka,Senior Engineer,2001-04-27,40000,1
15534,Guozhong,Grabner,Senior Staff,1995-05-06,63090,1
15543,Mingdong,Staelin,Senior Engineer,1988-07-30,40000,1
15545,Masadi,Suri,Engineer,1985-09-10,40000,1
15548,Sanjai,Caine,Senior Engineer,1997-05-08,48171,1
15563,Constantino,Zykh,Senior Staff,1994-04-08,56239,1
15565,True,Muchinsky,Senior Staff,1986-12-16,73532,1
15569,Rosalie,Garnick,Senior Staff,1997-07-04,40000,1
15600,Mack,Perna,Senior Engineer,1994-04-26,40000,1
15601,Carrsten,Anily,Senior Staff,1994-07-10,83263,1
15656,Mohammad,Schaaf,Senior Staff,1996-05-25,66141,1
15666,Pintsang,Rothenberg,Assistant Engineer,1998-06-15,40000,1
15682,Hiroyasu,Przulj,Senior Engineer,1995-06-21,40000,1
15714,Troy,Bala,Engineer,2001-03-08,40000,1
15726,Zhilian,Parascandalo,Senior Staff,2001-08-28,70522,1
15739,Poorav,Bahr,Engineer,1999-03-02,54605,1
15740,Stepehn,Pocchiola,Senior Staff,2000-06-03,57994,1
15750,Arumugam,Bresenham,Senior Engineer,2000-11-13,40000,1
15753,Sanjay,Breugel,Senior Engineer,2000-04-22,40000,1
15767,Baocai,Broomell,Senior Engineer,1999-06-09,40000,1
15769,Pranay,Oskamp,Staff,1999-06-20,61575,1
15788,Taegyun,Deyuan,Senior Engineer,1998-03-13,53521,1
15799,Manton,Gelosh,Senior Staff,1995-05-08,64458,1
15821,Aleksander,Antonakopoulos,Engineer,1997-06-09,40000,1
15846,Bowen,Litecky,Technique Leader,1989-03-23,40000,1
15861,Gio,Anido,Senior Staff,1995-12-20,50890,1
15866,Angel,Seiwald,Senior Engineer,1991-10-03,40000,1
15869,Guoxiang,Bala,Senior Engineer,2002-01-21,40000,1
15876,Munehiro,Vakili,Senior Engineer,1999-08-03,51140,1
15901,Marsja,Fargier,Senior Engineer,1993-09-22,40000,1
15902,Kazuhide,Stille,Senior Staff,1993-03-23,40000,1
15905,DeForest,Petersohn,Senior Engineer,1993-02-11,47421,1
15911,Shaibal,Viele,Senior Engineer,1998-01-13,45602,1
15912,Piyawadee,Cichocki,Senior Staff,1993-06-07,93126,1
15920,Sanjit,Laurillard,Engineer,1988-10-04,48494,1
15938,Garnik,Covnot,Senior Staff,1997-10-16,69499,1
15943,Yakkov,Demke,Senior Engineer,2002-02-05,40000,1
15945,Hauke,Larfeldt,Senior Engineer,2000-11-16,57717,1
15946,Sham,Onuegbe,Technique Leader,1995-03-06,70769,1
15955,Yuguang,Dratva,Senior Engineer,1991-03-31,45283,1
15971,Arumugam,Aloia,Senior Engineer,1988-05-03,42963,1
15978,Kaijung,Wielonsky,Engineer,1997-02-25,40000,1
15993,Yoshimitsu,Peir,Senior Engineer,1988-11-19,45611,1
16000,Marek,Demos,Senior Engineer,2002-05-05,40000,1
16018,Boutros,Papadias,Senior Engineer,1992-10-05,52560,1
16025,Doowon,Luce,Senior Engineer,1994-03-05,84433,1
16028,JiYoung,Takkinen,Senior Engineer,1995-08-13,53714,1
16033,Wayne,Spelt,Senior Staff,1986-09-09,40000,1
16052,Maria,Rodham,Senior Engineer,1997-01-26,40000,1
16066,Marsha,Penn,Senior Staff,1993-09-16,74757,1
16068,Leandro,Zongker,Senior Staff,1992-12-17,53031,1
16076,Marko,Ebeling,Engineer,1997-08-06,47061,1
16077,Kannan,Heemskerk,Senior Engineer,2001-07-02,49020,1
16086,Mohammad,Denos,Senior Engineer,1999-04-26,42903,1
16094,Berto,Rosar,Senior Engineer,1999-07-18,40000,1
16099,Mohan,Ferretti,Senior Staff,1990-10-23,40000,1
16134,Annemarie,Chaudhuri,Senior Engineer,1998-03-12,40000,1
16138,Leucio,Krzyzanowski,Senior Staff,1994-05-05,67593,1
16154,Monique,Docker,Technique Leader,1994-03-12,40000,1
16185,Marin,Winter,Technique Leader,1987-04-28,44003,1
16192,Leandro,Sigstam,Senior Engineer,1992-05-05,40000,1
16201,Krassimir,Olano,Technique Leader,1987-08-13,53081,1
16227,Hitomi,Vural,Senior Engineer,1993-09-25,58619,1
16234,Jacopo,Basart,Senior Staff,1991-05-14,40000,1
16246,Makato,Masaki,Engineer,1996-10-10,40000,1
16252,Carrsten,Mattern,Senior Engineer,1995-07-11,64982,1
16255,Tomokazu,Ohori,Senior Engineer,1988-12-06,40000,1
16266,Mikhail,Sethi,Senior Staff,1985-10-25,57642,1
16272,Shuho,Zeleznik,Senior Engineer,1996-04-15,40000,1
16274,Sadun,Navazio,Senior Staff,1994-05-19,65521,1
16331,Giap,Garnham,Senior Staff,1991-12-25,63123,1
16337,Hironoby,Schaad,Senior Engineer,1994-11-07,40000,1
16355,Nikolaos,Luca,Senior Staff,1992-06-30,80403,1
16360,Sham,Jonsson,Senior Engineer,1995-10-10,47148,1
16364,Yifei,Gini,Senior Staff,1994-09-19,73503,1
16365,Janalee,Mellouli,Senior Staff,1990-04-27,40000,1
16373,Narain,Aseltine,Senior Staff,1994-11-13,98832,1
16377,Duri,Stanger,Engineer,1993-11-30,62147,1
16383,Lidong,Czap,Senior Engineer,1994-09-24,55977,1
16388,Subhankar,Georgatos,Senior Staff,1996-01-30,40000,1
16396,Guangming,Yoshimura,Senior Staff,1997-02-25,77582,1
16397,Shimshon,Cusworth,Senior Staff,1990-05-24,66757,1
16399,Apostol,Collette,Senior Staff,1992-04-16,59384,1
16412,Moss,Tokunaga,Technique Leader,1989-03-10,66524,1
16438,Abdulla,Demeyer,Senior Engineer,1996-04-08,52449,1
16447,Zhiguo,Savasere,Senior Engineer,1999-04-19,40000,1
16448,Tsvetan,Zwicker,Senior Engineer,1999-04-26,76979,1
16453,Goncalo,Basart,Senior Staff,1994-12-16,47433,1
16478,Bedir,Wroclawski,Senior Staff,1994-09-27,40000,1
16491,Emdad,Radwan,Senior Staff,2001-10-03,40000,1
16500,Elvis,Servieres,Senior Staff,1992-07-15,46887,1
16510,Mototsugu,Vecchio,Senior Staff,1994-04-06,40000,1
16537,Weidon,Seiwald,Senior Engineer,1991-08-03,40000,1
16539,Gretta,Fetvedt,Senior Engineer,1993-12-06,40000,1
16546,Sangeeta,Lanphier,Senior Engineer,1995-03-16,47819,1
16549,Olivera,Thibadeau,Senior Staff,2000-03-02,60531,1
16551,Sadegh,Ranon,Senior Engineer,1986-08-21,82980,1
16556,Mostafa,Hiltgen,Senior Engineer,1987-12-27,53954,1
16557,Fan,Majewski,Senior Engineer,1996-05-15,53197,1
16567,Hein,Senzako,Senior Staff,1989-12-24,40000,1
16570,Uta,Matzen,Senior Engineer,2000-03-24,46162,1
16580,Masaru,Valiente,Senior Engineer,1986-06-20,40000,1
16608,Boguslaw,Greibach,Engineer,1988-05-24,40000,1
16619,Arvind,Boguraev,Senior Engineer,1993-09-19,40000,1
16658,Florian,Soicher,Senior Staff,1993-01-18,50917,1
16706,Gad,Krone,Senior Engineer,1995-07-13,63470,1
16716,Ramachenga,Zumaque,Engineer,2000-02-02,54270,1
16719,Sasan,Benantar,Senior Staff,1994-04-25,40000,1
16729,Kirk,Broomell,Senior Staff,2001-05-07,51318,1
16731,Domenico,Versino,Senior Engineer,1993-04-15,48868,1
16759,Vojin,Masaki,Senior Engineer,1992-01-10,40000,1
16799,Shigeichiro,Bamford,Senior Engineer,1994-04-26,54405,1
16801,Gila,Strooper,Senior Engineer,1987-12-16,48932,1
16803,Ziva,Rohrbach,Engineer,1994-03-14,50968,1
16806,Sreekrishna,Dayana,Senior Staff,1990-07-20,72405,1
16832,Mads,Binkley,Senior Engineer,1991-02-26,51405,1
16851,Leon,Stasinski,Senior Staff,1992-03-10,51771,1
16852,Yefim,Fontet,Senior Engineer,1993-05-14,48864,1
16858,Akeno,Gustavson,Senior Staff,1994-03-18,67670,1
16864,Candido,Gecsel,Engineer,1996-10-28,50361,1
16868,Gou,Vandervoorde,Staff,1989-09-18,58292,1
16869,Yakkov,Huttel,Senior Staff,1998-12-19,40000,1
16871,Munir,Stiles,Senior Engineer,1993-08-23,55303,1
16880,Honesty,Bresenham,Technique Leader,1986-08-24,40000,1
16885,Ronghao,Stentiford,Senior Staff,1995-04-12,72252,1
16897,Charlene,Ebeling,Technique Leader,1989-09-13,57244,1
16910,Kazunori,Botman,Senior Engineer,1986-05-29,57230,1
16919,Tesuya,Yurov,Engineer,1999-09-08,40184,1
16921,Evgueni,Yeung,Senior Staff,1988-01-21,71025,1
16929,Murthy,Burnard,Senior Engineer,1995-05-19,52679,1
16954,Akhilish,Apsitis,Senior Staff,1995-08-06,47943,1
16986,Hirochika,Gecseg,Senior Engineer,1993-05-09,61653,1
16988,Xiong,Peron,Senior Staff,1990-12-29,47878,1
16993,Hongzue,Dahlbom,Senior Staff,1993-02-12,57751,1
16996,Shigenori,Millington,Staff,1996-02-05,77644,1
16999,Bezalel,Sadowsky,Senior Staff,2001-12-22,40000,1
17012,Valdiodio,Petereit,Senior Engineer,1998-11-02,40000,1
17024,Ewing,Siepmann,Senior Engineer,1993-07-11,58181,1
17041,Nishit,Montemayor,Senior Staff,1993-01-18,40492,1
17046,Fay,Kornyak,Senior Engineer,1993-07-21,44955,1
17047,Qingxiang,Rijsenbrij,Engineer,1987-12-07,43113,1
17048,Christoph,Murthy,Senior Engineer,1993-10-09,46913,1
17063,Anoosh,Thiran,Senior Staff,1992-12-12,91391,1
17066,Heping,Ruther,Senior Engineer,1996-02-27,59260,1
17068,Bodh,Gopalakrishnan,Assistant Engineer,1994-09-01,40000,1
17072,Richara,Bala,Senior Staff,1997-12-15,40000,1
17076,Gudjon,Hitomi,Senior Engineer,1987-01-04,60092,1
17078,Gill,Hinsberger,Senior Staff,1990-11-29,44442,1
17081,Weiru,Murtafg,Senior Engineer,1992-12-28,40846,1
17089,Rafail,Erman,Senior Staff,1991-04-10,67779,1
17097,Cathie,Berztiss,Engineer,1985-03-19,46803,1
17102,Radhika,Garnick,Staff,1998-01-16,89793,1
17103,Takahiro,Feldmann,Senior Engineer,1993-10-07,48187,1
17112,Yuguang,Vickson,Engineer,1992-12-26,40000,1
17120,Yifei,Polupanov,Senior Staff,1993-02-08,40000,1
17125,Akhilish,Zweizig,Senior Engineer,2001-10-17,40000,1
17126,Matk,Schapire,Senior Staff,2000-02-20,40000,1
17140,Mabhin,Schwabacher,Assistant Engineer,1995-08-10,40000,1
17154,Aria,Milicia,Staff,1991-01-09,40000,1
17158,Danai,Vecchio,Senior Engineer,1998-02-14,48426,1
17159,Quingbo,Mitchem,Senior Engineer,1995-10-22,56346,1
17160,Shay,Montemayor,Senior Engineer,1988-02-22,49824,1
17185,Danai,Wilfing,Senior Staff,1990-11-01,75574,1
17199,Vasilis,Guardalben,Senior Staff,2001-01-26,40000,1
17204,Jacqueline,Erdmenger,Senior Staff,1996-02-06,40000,1
17215,Junichi,Langford,Senior Engineer,1996-06-17,47977,1
17222,Leen,Muchinsky,Senior Engineer,1994-10-04,54882,1
17235,Ronnie,Rissanen,Senior Engineer,1998-03-24,40000,1
17236,Matk,Merro,Senior Engineer,1994-02-02,75541,1
17245,Neven,Milicia,Staff,1995-01-12,81426,1
17260,Abdulah,Famili,Engineer,1995-05-18,40000,1
17275,Shmuel,Danlos,Senior Staff,1992-08-30,46660,1
17280,Xuejia,Merle,Senior Engineer,2000-01-04,69670,1
17285,Mario,Weiland,Senior Staff,2001-03-26,55174,1
17322,Candida,Fordan,Technique Leader,1985-05-15,46840,1
17326,Arumugam,Ramsay,Senior Engineer,1986-02-28,40000,1
17327,Yongmin,Gihr,Senior Staff,1995-06-04,50152,1
17329,Shaunak,Tyugu,Senior Engineer,1998-07-21,58239,1
17339,Fan,Mullainathan,Engineer,1999-10-03,58306,1
17340,Yurii,Brookman,Senior Staff,1992-07-05,65863,1
17352,Muneo,Katiyar,Senior Staff,1997-05-06,71029,1
17355,Mingzeng,Weisert,Senior Engineer,1993-08-31,40000,1
17384,Youngkon,Nooteboom,Senior Staff,1997-04-04,55693,1
17396,Valeri,Henders,Senior Engineer,1995-06-14,40000,1
17412,Leni,Vilarrasa,Staff,1999-12-27,43480,1
17416,Kitty,Rissanen,Engineer,1991-08-09,40000,1
17428,Pantung,Keustermans,Staff,1994-06-23,40000,1
17436,Chirstian,Munawer,Senior Staff,1985-08-12,79815,1
17448,Makato,Belinskaya,Senior Engineer,1995-02-04,40728,1
17468,Abdelghani,Irland,Senior Staff,1996-06-13,59122,1
17470,Genevieve,Lichtner,Senior Engineer,1986-07-23,60901,1
17472,Murthy,Verhoeff,Senior Staff,1998-12-09,40000,1
17478,Tuval,Merle,Senior Staff,1990-06-13,40000,1
17487,Gully,Staudhammer,Engineer,1998-07-31,40000,1
17489,Karlis,Vigier,Senior Staff,1994-08-13,48368,1
17500,Jinya,Bratsberg,Technique Leader,1988-09-25,44825,1
17507,Yurij,Turnbull,Senior Staff,1995-08-07,84985,1
17512,Frederique,Hofmeyr,Engineer,1998-01-05,40000,1
17516,Rosita,Dulli,Technique Leader,1986-08-27,40090,1
17520,Shahab,Keohane,Senior Engineer,1997-08-08,40000,1
17544,Kien,Marletta,Senior Engineer,1995-07-09,53927,1
17552,Pradeep,Neiman,Senior Staff,1997-03-26,45663,1
17556,Makato,Tsukuda,Senior Staff,2000-07-22,67047,1
17559,Annemarie,Papastamatiou,Senior Engineer,1993-09-04,53573,1
17573,Berthier,Deverell,Senior Staff,1993-04-04,77659,1
17576,Behnaam,Krybus,Senior Engineer,1988-02-06,40000,1
17582,Kauko,Spieker,Senior Engineer,1988-10-28,44397,1
17586,Lein,Halevi,Senior Staff,1999-08-07,40000,1
17629,Mostafa,Winter,Senior Staff,1987-11-22,70592,1
17647,Vasilis,Swab,Senior Staff,1995-08-04,75896,1
17657,Thanasis,Zucker,Engineer,1997-06-18,43935,1
17674,Adib,Braccini,Senior Engineer,1993-03-19,43044,1
17677,Mingdong,Ramalingam,Senior Engineer,2001-10-04,40000,1
17681,Eran,Schauser,Senior Staff,1991-09-25,67824,1
17683,Bernt,Henders,Senior Staff,1998-11-21,54891,1
17688,Faiza,Cincotta,Senior Engineer,1987-08-14,45880,1
17695,Kazuhiro,Chvatal,Staff,1987-06-25,71240,1
17696,Feiyu,Kusalik,Senior Engineer,1996-12-04,40000,1
17699,Radhia,Heping,Senior Engineer,1993-07-21,48618,1
17702,Mantis,Passafiume,Engineer,1986-10-17,40000,1
17705,Toshimo,Mellouli,Technique Leader,1985-08-14,50346,1
17711,Owen,Katiyar,Engineer,1997-09-05,49277,1
17716,Josyula,Vitiello,Senior Engineer,1994-09-24,40000,1
17727,Bingning,Picaronny,Senior Staff,1994-06-30,40000,1
17728,Tsuneo,Lienhardt,Staff,1998-02-19,57162,1
17742,Tru,Cappelletti,Senior Staff,1986-03-02,52300,1
17745,Hatem,Schreiter,Senior Engineer,1993-05-02,40000,1
17778,Chirstian,Matzov,Senior Staff,1998-02-12,40000,1
17791,Matt,Stifter,Senior Staff,1988-01-30,46451,1
17796,Alejandro,Impagliazzo,Staff,1995-11-02,67933,1
17798,Guangming,Suessmith,Senior Staff,1993-10-15,83096,1
17807,Jianhua,Glowinski,Senior Engineer,2000-07-23,40000,1
17815,Shuji,Wissmann,Engineer,1997-03-02,40000,1
17816,Toshimo,Kenevan,Senior Engineer,1998-10-05,74497,1
17834,Zhilian,Fiutem,Senior Engineer,2002-03-16,40000,1
17840,Tonny,Sherertz,Senior Engineer,1991-06-20,66948,1
17841,Hilary,Ramaiah,Senior Engineer,1988-06-07,40000,1
17849,Mandell,Varker,Senior Staff,1994-05-28,40000,1
17871,Ebbe,Hedayat,Senior Engineer,2001-07-20,48561,1
17874,Rutger,Minakawa,Senior Staff,1999-01-01,75424,1
17900,Sakthirel,Belinskaya,Senior Engineer,1991-03-03,40000,1
17907,Kotesh,Bernini,Senior Staff,2000-01-05,69291,1
17916,Sukumar,Morrin,Senior Engineer,2000-12-01,65572,1
17968,Susanna,Murillo,Engineer,1995-10-26,72186,1
17973,Sanjit,Beidas,Senior Engineer,1994-09-27,51947,1
17987,Atreyi,Monkewich,Staff,1992-12-12,80776,1
17995,Oldrich,Vickson,Senior Staff,1987-01-05,40000,1
18006,Vidya,Hanabata,Senior Staff,1994-09-03,108512,1
18013,Jiong,Shanbhogue,Senior Engineer,1994-06-07,40000,1
18016,Somnath,Kaminger,Senior Staff,1994-09-03,50136,1
18018,Sasan,Schrooten,Senior Staff,1992-12-10,70282,1
18020,Adhemar,Pelz,Senior Staff,1993-03-31,40000,1
18024,Uzi,Casperson,Staff,1988-07-03,57859,1
18030,Jasminko,Brookner,Senior Engineer,1986-03-19,55277,1
18061,Francesca,Taubman,Engineer,1985-05-28,57737,1
18065,Chriss,Wroclawski,Senior Staff,1986-06-18,52601,1
18068,Geoff,Lorie,Senior Engineer,1990-08-08,66242,1
18075,Lein,Goodrum,Senior Engineer,1986-02-22,44780,1
18080,Satyanarayana,Rosar,Senior Engineer,2000-12-16,40000,1
18086,Brewster,Szmurlo,Staff,1994-05-28,74191,1
18095,Tse,Puppe,Senior Staff,1996-09-13,40000,1
18099,Kazuhiko,Fendler,Technique Leader,1993-04-30,48187,1
18108,Sanjai,Genin,Staff,1998-09-13,76712,1
18123,Kristinn,Hitomi,Staff,1995-08-09,40000,1
18134,Ult,Pesch,Senior Engineer,1992-07-31,70424,1
18138,Moni,Baezner,Senior Staff,1992-08-05,62786,1
18155,Dayanand,Danlos,Senior Engineer,1997-04-15,40000,1
18181,Gregory,Beerel,Senior Staff,1987-03-29,50366,1
18208,Demin,Irland,Senior Staff,1991-10-05,70916,1
18210,Mabo,Radhakrishnan,Senior Engineer,2001-06-19,40000,1
18212,Constantino,Journel,Senior Staff,1992-04-30,40000,1
18223,Gully,Mitchem,Senior Staff,1986-07-15,48598,1
18230,Kristian,Dulin,Engineer,1989-03-06,40000,1
18237,Limsoon,Tramer,Engineer,1995-08-21,40592,1
18242,Shichao,Demian,Senior Engineer,1999-02-10,62461,1
18250,Godehard,Orlowski,Engineer,1985-12-31,48469,1
18297,Guther,Nastansky,Senior Staff,1985-09-07,56421,1
18316,Hongzue,Msuda,Senior Engineer,1985-02-19,54186,1
18323,Oddvar,Tiemann,Senior Engineer,1994-08-17,40000,1
18333,Munehiro,Plesums,Engineer,1999-03-23,40520,1
18362,Pohua,Wolniewicz,Engineer,1991-09-23,56027,1
18376,Wayne,Stranks,Engineer,1994-09-26,50047,1
18393,Wuxu,Aseltine,Senior Engineer,1994-11-20,40205,1
18401,Vidya,Itzfeldt,Staff,1999-09-07,59818,1
18402,Bernice,Ritzmann,Senior Staff,1991-05-02,45396,1
18403,Vidya,Morrow,Engineer,1998-06-09,43239,1
18407,Marsja,Luit,Senior Staff,1993-10-08,67557,1
18427,Kiyomitsu,Qiwen,Senior Staff,1994-03-12,65998,1
